tick,event,x,y
575959,mined,37.5,90.5
575996,mined,41.5,90.5
576368,mined,53,98
576368,build,53,98
576412,mined,55,98
576412,build,55,98
576502,mined,53,95
576502,build,53,95
576531,mined,55,95
576531,build,55,95
577319,mined,48.5,92.5
577337,mined,47.5,92.5
577348,mined,46.5,92.5
578064,build,56.5,99.5
578362,mined,57,98
578362,build,57,98
578391,mined,57,95
578391,build,57,95
578451,build,59,98
578694,build,58.5,100.5
578700,build,59.5,100.5
578728,build,58.5,101.5
578732,build,59.5,101.5
579155,build,59,95
580280,build,58.5,99.5
580500,build,60.5,99.5
580544,build,62.5,99.5
581556,build,59.5,99.5
581583,build,61.5,99.5
581641,build,63.5,99.5
581899,build,59.5,96.5
581938,build,61.5,96.5
582599,build,58.5,92.5
582603,build,59.5,92.5
582607,build,60.5,92.5
582609,build,61.5,92.5
582611,build,62.5,92.5
582614,build,63.5,92.5
582624,build,64.5,92.5
584141,build,59.5,93.5
584182,build,61.5,93.5
584224,build,63.5,93.5
586676,build,61,98
586731,build,61,95
586772,build,63,98
587303,build,59.5,3.5
587329,build,59.5,2.5
587533,mined,56.5,-0.5
587641,build,57.5,0.5
587727,build,60.5,100.5
587730,build,61.5,100.5
587733,build,62.5,100.5
587735,build,63.5,100.5
587772,build,60.5,101.5
587773,build,61.5,101.5
587775,build,62.5,101.5
587777,build,63.5,101.5
588263,build,63,95
588740,build,63.5,96.5
588786,build,60.5,2.5
588790,build,60.5,3.5
589393,build,62.5,96.5
590123,mined,30.5,18.5
590168,mined,30.5,14.5
590215,mined,30.5,16.5
590246,mined,31.5,16.5
590339,mined,32.5,16.5
590616,mined,36,18
590638,mined,38,18
590659,mined,37.5,19.5
590683,mined,36.5,19.5
590846,mined,33.5,14.5
590912,mined,40,18
590937,mined,41.5,19.5
590964,mined,40.5,19.5
590986,mined,44.5,19.5
591018,mined,45.5,19.5
591062,mined,44,18
591095,mined,46,18
591128,mined,42,18
591254,build,34,15
591338,build,48.5,92.5
591338,build,34.5,13.5
591343,mined,49.5,92.5
591343,build,49.5,92.5
591346,mined,50.5,92.5
591346,build,50.5,92.5
591349,mined,51.5,92.5
591349,build,51.5,92.5
591352,mined,52.5,92.5
591352,build,52.5,92.5
591356,mined,53.5,92.5
591356,build,53.5,92.5
591361,mined,54.5,92.5
591361,build,54.5,92.5
591365,mined,55.5,92.5
591365,build,55.5,92.5
591370,mined,56.5,92.5
591370,build,56.5,92.5
591375,mined,57.5,92.5
591375,build,57.5,92.5
591381,mined,58.5,92.5
591381,build,58.5,92.5
591386,mined,59.5,92.5
591386,build,59.5,92.5
591390,mined,60.5,92.5
591390,build,60.5,92.5
591395,mined,61.5,92.5
591395,build,61.5,92.5
591401,mined,62.5,92.5
591401,build,62.5,92.5
591406,mined,63.5,92.5
591406,build,63.5,92.5
591479,mined,64.5,92.5
591500,build,37.5,18.5
591520,build,40.5,18.5
591569,mined,37.5,18.5
591623,build,36.5,18.5
591661,mined,40.5,18.5
591686,build,39.5,18.5
591783,build,42.5,18.5
591883,mined,45.5,20.5
591894,mined,44.5,20.5
591906,mined,43.5,20.5
591918,mined,42.5,20.5
591929,build,47.5,92.5
591931,mined,41.5,20.5
591933,build,46.5,92.5
591937,build,45.5,92.5
591940,build,44.5,92.5
591943,mined,40.5,20.5
591956,mined,39.5,20.5
592002,build,43.5,92.5
592016,build,43.5,93.5
592087,mined,42.5,18.5
592223,mined,43.5,93.5
592239,build,43.5,93.5
592332,build,48.5,14.5
592469,build,43.5,94.5
592538,build,42,18
592545,build,44,18
592570,build,46,18
592580,mined,43.5,94.5
592621,mined,43.5,93.5
592647,mined,43.5,92.5
592712,mined,34.5,21
592770,mined,41.5,21.5
592770,build,41.5,21
592823,build,45.5,95.5
592848,mined,35.5,20.5
592870,mined,36.5,20.5
592877,mined,37.5,20.5
592888,mined,38.5,20.5
592965,build,45.5,94.5
592968,build,34.5,21.5
593013,mined,44.5,92.5
593094,build,37.5,20.5
593158,mined,45.5,92.5
593158,build,45.5,92.5
593170,build,50.5,13.5
593172,build,45.5,93.5
593453,build,42.5,19.5
593458,build,43.5,19.5
593673,build,46.5,19.5
593692,build,65,98
593703,build,47.5,19.5
593721,build,67,98
593765,build,65,95
593771,build,48,18
593783,build,67,95
593934,build,42.5,20.5
593939,build,43.5,20.5
593941,build,44.5,20.5
593942,build,45.5,20.5
593943,build,46.5,20.5
593944,build,47.5,20.5
593945,build,48.5,20.5
593946,build,49.5,20.5
593989,mined,49.5,20.5
594003,mined,48.5,20.5
594402,build,68.5,96.5
595912,build,65.5,96.5
595951,build,67.5,96.5
598279,build,64.5,101.5
598284,build,65.5,101.5
598286,build,66.5,101.5
598308,build,67.5,101.5
598379,build,64.5,100.5
598382,build,65.5,100.5
598387,build,66.5,100.5
598393,build,67.5,100.5
598692,build,64.5,99.5
598729,build,66.5,99.5
598908,build,65.5,99.5
598936,build,67.5,99.5
599218,build,65.5,93.5
599264,build,67.5,93.5
599873,build,64.5,92.5
599879,build,65.5,92.5
599883,build,66.5,92.5
599911,build,67.5,92.5
602473,mined,42.5,100.5
602473,build,42.5,100
602604,build,43.5,99.5
602612,build,43.5,98.5
602617,build,43.5,97.5
602700,mined,43.5,96.5
602840,build,44.5,96.5
602907,build,43.5,96.5
602910,build,43.5,95.5
602911,build,43.5,94.5
602913,build,43.5,93.5
602915,build,43.5,92.5
602919,build,43.5,91.5
603213,build,29.5,95.5
603236,build,26.5,95.5
603262,build,23.5,95.5
603288,build,20.5,95.5
603313,build,17.5,95.5
603339,build,14.5,95.5
603364,build,11.5,95.5
603390,build,8.5,95.5
603416,build,5.5,95.5
603441,build,2.5,95.5
607293,build,43.5,90.5
607299,build,43.5,89.5
607301,build,43.5,88.5
607303,build,43.5,87.5
607354,build,43.5,86.5
607357,build,44.5,86.5
607358,build,45.5,86.5
607360,build,46.5,86.5
607423,build,43.5,85.5
607462,mined,43.5,85.5
607462,build,43.5,85.5
607507,mined,43.5,85.5
607507,build,43.5,85.5
607806,build,42.5,85.5
607810,build,41.5,85.5
607811,build,40.5,85.5
607814,build,39.5,85.5
607850,mined,39.5,85.5
607850,build,39.5,85.5
608392,mined,39.5,85.5
608392,mined,38.5,85.5
608392,build,39,85.5
608492,build,39.5,86.5
608493,build,40.5,86.5
608529,mined,43.5,85.5
608543,mined,42.5,85.5
608554,mined,41.5,85.5
608563,mined,40.5,85.5
608619,mined,44.5,86.5
608639,mined,43.5,86.5
608680,mined,43.5,87.5
608715,build,43.5,87.5
608718,build,44.5,87.5
608720,build,45.5,87.5
608722,build,46.5,87.5
608774,build,43.5,86.5
608799,mined,45.5,86.5
608833,mined,46.5,86.5
609058,build,41.5,86.5
609063,build,42.5,86.5
609313,build,47.5,87.5
609317,build,48.5,87.5
609319,build,49.5,87.5
609321,build,50.5,87.5
609323,build,51.5,87.5
609324,build,52.5,87.5
609326,build,53.5,87.5
609328,build,54.5,87.5
609330,build,55.5,87.5
609332,build,56.5,87.5
609334,build,57.5,87.5
609337,build,58.5,87.5
609340,build,59.5,87.5
609345,build,60.5,87.5
609351,build,61.5,87.5
609357,build,62.5,87.5
609364,build,63.5,87.5
609371,build,64.5,87.5
609380,build,65.5,87.5
609388,build,66.5,87.5
609397,build,67.5,87.5
609797,build,49.5,86.5
609801,build,50.5,86.5
610321,build,53.5,86.5
610332,build,54.5,86.5
610400,build,57.5,86.5
610405,build,58.5,86.5
610412,build,49,85
610430,build,51,85
610446,build,53,85
610463,build,55,85
610480,build,57,85
610497,build,59,85
610514,build,61,85
610531,build,63,85
610549,build,65,85
610566,build,67,85
610584,build,61.5,86.5
610592,build,62.5,86.5
610641,build,65.5,86.5
610646,build,66.5,86.5
610717,mined,67.5,87.5
610891,build,49.5,83.5
610897,build,50.5,83.5
610969,build,54.5,83.5
610986,build,53.5,83.5
611043,build,58.5,83.5
611049,build,57.5,83.5
611107,build,62.5,83.5
611113,build,61.5,83.5
611164,build,66.5,83.5
611167,build,65.5,83.5
611671,build,51.5,86.5
611737,build,56.5,86.5
611806,build,60.5,86.5
611864,build,64.5,86.5
611949,mined,45.5,101.5
611949,build,45.5,101.5
612013,mined,51.5,86.5
612036,mined,56.5,86.5
612059,mined,45.5,101.5
612090,mined,60.5,86.5
612138,mined,64.5,86.5
612150,mined,46.5,101.5
612150,build,46.5,101.5
612189,build,45.5,101.5
612234,build,46.5,99.5
612318,build,45.5,99.5
612375,mined,45.5,100.5
612375,build,45.5,100.5
612461,mined,47.5,101.5
612473,mined,48.5,101.5
612487,mined,49.5,101.5
612502,mined,50.5,101.5
612516,mined,51.5,101.5
612531,mined,52.5,101.5
612545,mined,53.5,101.5
612560,mined,54.5,101.5
612575,mined,55.5,101.5
612589,mined,56.5,101.5
612604,mined,57.5,101.5
612618,mined,58.5,101.5
612633,mined,59.5,101.5
612647,mined,60.5,101.5
612662,mined,61.5,101.5
612676,mined,62.5,101.5
612691,mined,63.5,101.5
612705,mined,64.5,101.5
612720,mined,65.5,101.5
612734,mined,66.5,101.5
612749,mined,67.5,101.5
612819,mined,66.5,99.5
612867,mined,64.5,99.5
612941,mined,62.5,99.5
612981,mined,60.5,99.5
613021,mined,58.5,99.5
613072,mined,56.5,99.5
613115,mined,54.5,99.5
613157,mined,52.5,99.5
613197,mined,50.5,99.5
613279,mined,33.5,101.5
613279,build,33.5,101.5
613328,build,34.5,101.5
613352,mined,48.5,99.5
613408,build,34.5,99.5
613482,mined,33.5,100.5
613482,build,33.5,100.5
613507,build,33.5,99.5
614584,build,49.5,82.5
614590,build,50.5,82.5
614596,build,51.5,82.5
614602,build,52.5,82.5
614604,build,51.5,83.5
614608,build,53.5,82.5
614615,build,54.5,82.5
614881,build,59.5,83.5
614982,build,67.5,83.5
615580,build,55.5,82.5
615584,build,56.5,82.5
615586,build,57.5,82.5
615587,build,58.5,82.5
615589,build,59.5,82.5
615592,build,60.5,82.5
615596,build,61.5,82.5
615600,build,62.5,82.5
615607,build,63.5,82.5
615615,build,64.5,82.5
615621,build,65.5,82.5
615627,build,66.5,82.5
615634,build,67.5,82.5
616420,build,68.5,82.5
616423,build,69.5,82.5
616424,build,70.5,82.5
616426,build,71.5,82.5
616427,build,72.5,82.5
616427,build,73.5,82.5
616427,build,74.5,82.5
616429,build,75.5,82.5
616429,build,76.5,82.5
616430,build,77.5,82.5
616431,build,78.5,82.5
616431,build,79.5,82.5
616432,build,80.5,82.5
616433,build,81.5,82.5
616434,build,82.5,82.5
616439,build,83.5,82.5
616512,build,84.5,82.5
616515,build,85.5,82.5
616759,build,86.5,82.5
616761,build,87.5,82.5
617054,build,87.5,80.5
617054,build,87.5,79.5
617054,build,87.5,78.5
617054,build,87.5,77.5
617054,build,87.5,76.5
617054,build,87.5,75.5
617054,build,87.5,74.5
617054,build,87.5,73.5
617054,build,87.5,72.5
617054,build,87.5,71.5
617054,build,87.5,70.5
617054,build,87.5,69.5
617054,build,87.5,68.5
617054,build,87.5,67.5
617054,build,87.5,66.5
617054,build,87.5,65.5
617054,build,87.5,64.5
617054,build,87.5,63.5
617054,build,87.5,62.5
617054,build,87.5,61.5
617054,build,87.5,60.5
617054,build,87.5,59.5
617054,build,87.5,58.5
617054,build,87.5,57.5
617054,build,87.5,56.5
617054,build,87.5,55.5
617353,mined,87.5,82.5
617384,mined,87.5,80.5
617416,mined,87.5,79.5
617430,mined,87.5,78.5
617444,mined,87.5,77.5
617459,mined,87.5,76.5
617473,mined,87.5,75.5
617488,mined,87.5,74.5
617502,mined,87.5,73.5
617517,mined,87.5,72.5
617531,mined,87.5,71.5
617545,mined,87.5,70.5
617558,mined,87.5,69.5
617571,mined,87.5,68.5
617583,mined,87.5,67.5
617596,mined,87.5,66.5
617609,mined,87.5,65.5
617622,mined,87.5,64.5
617634,mined,87.5,63.5
617647,mined,87.5,62.5
617660,mined,87.5,61.5
617673,mined,87.5,60.5
617685,mined,87.5,59.5
617698,mined,87.5,58.5
617709,mined,87.5,57.5
617722,mined,87.5,56.5
617735,mined,87.5,55.5
618463,mined,86.5,82.5
618491,mined,85.5,82.5
618505,mined,84.5,82.5
618590,mined,83.5,82.5
618590,build,83.5,82.5
618600,mined,82.5,82.5
618600,build,82.5,82.5
618606,mined,81.5,82.5
618606,build,81.5,82.5
618611,mined,80.5,82.5
618611,build,80.5,82.5
618616,mined,79.5,82.5
618616,build,79.5,82.5
618620,mined,78.5,82.5
618620,build,78.5,82.5
618625,mined,77.5,82.5
618625,build,77.5,82.5
618631,mined,76.5,82.5
618631,build,76.5,82.5
618636,mined,75.5,82.5
618636,build,75.5,82.5
618641,mined,74.5,82.5
618641,build,74.5,82.5
618645,mined,73.5,82.5
618645,build,73.5,82.5
618650,mined,72.5,82.5
618650,build,72.5,82.5
618656,mined,71.5,82.5
618656,build,71.5,82.5
618661,mined,70.5,82.5
618661,build,70.5,82.5
618666,mined,69.5,82.5
618666,build,69.5,82.5
618673,mined,68.5,82.5
618673,build,68.5,82.5
618680,mined,67.5,82.5
618680,build,67.5,82.5
618687,mined,66.5,82.5
618687,build,66.5,82.5
618695,mined,65.5,82.5
618695,build,65.5,82.5
618702,mined,64.5,82.5
618702,build,64.5,82.5
618708,mined,63.5,82.5
618708,build,63.5,82.5
618714,mined,62.5,82.5
618714,build,62.5,82.5
618720,mined,61.5,82.5
618720,build,61.5,82.5
618725,mined,60.5,82.5
618725,build,60.5,82.5
618730,mined,59.5,82.5
618730,build,59.5,82.5
618737,mined,58.5,82.5
618737,build,58.5,82.5
618743,mined,57.5,82.5
618743,build,57.5,82.5
618750,mined,56.5,82.5
618750,build,56.5,82.5
618755,mined,55.5,82.5
618755,build,55.5,82.5
618759,mined,54.5,82.5
618759,build,54.5,82.5
618764,mined,53.5,82.5
618764,build,53.5,82.5
618770,mined,52.5,82.5
618770,build,52.5,82.5
618776,mined,51.5,82.5
618776,build,51.5,82.5
618783,mined,50.5,82.5
618783,build,50.5,82.5
618791,mined,49.5,82.5
618791,build,49.5,82.5
618800,build,48.5,82.5
618808,build,47.5,82.5
618988,build,46.5,82.5
618998,build,45.5,82.5
619004,build,44.5,82.5
619013,build,43.5,82.5
619021,build,42.5,82.5
619030,build,41.5,82.5
619135,build,40.5,82.5
619143,build,40.5,81.5
619148,build,40.5,80.5
619156,build,40.5,79.5
619162,build,40.5,78.5
619170,build,40.5,77.5
619177,build,40.5,76.5
619185,build,40.5,75.5
619193,build,40.5,74.5
619201,build,40.5,73.5
619208,build,40.5,72.5
619216,build,40.5,71.5
619223,build,40.5,70.5
619230,build,40.5,69.5
619239,build,40.5,68.5
619248,build,40.5,67.5
619256,build,40.5,66.5
619265,build,40.5,65.5
619273,build,40.5,64.5
619282,build,40.5,63.5
619290,build,40.5,62.5
619299,build,40.5,61.5
619307,build,40.5,60.5
619316,build,40.5,59.5
619324,build,40.5,58.5
619333,build,40.5,57.5
619341,build,40.5,56.5
619350,build,40.5,55.5
619358,build,40.5,54.5
619366,build,40.5,53.5
619373,build,40.5,52.5
619379,build,40.5,51.5
619386,build,40.5,50.5
619393,build,40.5,49.5
619400,build,40.5,48.5
619406,build,40.5,47.5
619413,build,40.5,46.5
619420,build,40.5,45.5
619426,build,40.5,44.5
619433,build,40.5,43.5
619440,build,40.5,42.5
619447,build,40.5,41.5
619453,build,40.5,40.5
619460,build,40.5,39.5
619467,build,40.5,38.5
619474,build,40.5,37.5
619480,build,40.5,36.5
619618,mined,40.6875,35.3125
619692,build,40.5,35.5
619701,build,40.5,34.5
620371,mined,40.5,34.5
620381,mined,40.5,35.5
620394,mined,40.5,36.5
620407,mined,40.5,37.5
620420,mined,40.5,38.5
620432,mined,40.5,39.5
620445,mined,40.5,40.5
620458,mined,40.5,41.5
620470,mined,40.5,42.5
620483,mined,40.5,43.5
620495,mined,40.5,44.5
620508,mined,40.5,45.5
620510,build,42.5,83.5
620520,mined,40.5,46.5
620532,mined,40.5,47.5
620544,mined,40.5,48.5
620555,mined,40.5,49.5
620565,mined,40.5,50.5
620575,mined,40.5,51.5
620584,mined,40.5,52.5
620593,mined,40.5,53.5
620604,mined,40.5,54.5
620617,mined,40.5,55.5
620629,mined,40.5,56.5
620644,mined,40.5,57.5
620656,mined,40.5,58.5
620714,build,40.5,58.5
620719,build,41.5,58.5
620722,build,42.5,58.5
620724,build,43.5,58.5
620726,build,44.5,58.5
620729,build,45.5,58.5
620732,build,46.5,58.5
620735,build,47.5,58.5
620738,build,48.5,58.5
620743,build,49.5,58.5
620750,build,50.5,58.5
620757,build,51.5,58.5
620763,build,52.5,58.5
620768,build,53.5,58.5
620773,build,54.5,58.5
620779,build,55.5,58.5
620785,build,56.5,58.5
620794,build,57.5,58.5
620803,build,58.5,58.5
620810,build,59.5,58.5
620817,build,60.5,58.5
620823,build,61.5,58.5
620829,build,62.5,58.5
620834,build,63.5,58.5
620840,build,64.5,58.5
620845,build,65.5,58.5
620851,build,66.5,58.5
620857,build,67.5,58.5
620864,build,68.5,58.5
620870,build,69.5,58.5
620877,build,70.5,58.5
620887,build,71.5,58.5
620894,build,72.5,58.5
620901,build,73.5,58.5
620956,build,74.5,58.5
620961,build,75.5,58.5
620965,build,76.5,58.5
620970,build,77.5,58.5
620975,build,78.5,58.5
620981,build,79.5,58.5
620986,build,80.5,58.5
620992,build,81.5,58.5
620997,build,82.5,58.5
621003,build,83.5,58.5
621008,build,84.5,58.5
621166,mined,84.5,58.5
621166,build,84.5,58.5
621173,build,84.5,57.5
621175,build,84.5,56.5
621178,build,84.5,55.5
621184,build,84.5,54.5
621191,build,84.5,53.5
621197,build,84.5,52.5
621204,build,84.5,51.5
621518,build,28.5,93.5
621605,build,22.5,93.5
621693,build,16.5,93.5
621752,mined,84.5,52.5
621789,mined,84.5,51.5
621790,build,10.5,93.5
621805,mined,84.5,53.5
621813,mined,84.5,54.5
621825,mined,84.5,55.5
621837,mined,84.5,56.5
621851,mined,84.5,57.5
621862,mined,84.5,58.5
621877,mined,83.5,58.5
621888,mined,82.5,58.5
621890,build,4.5,93.5
621900,mined,81.5,58.5
621914,mined,80.5,58.5
621926,mined,79.5,58.5
621937,mined,78.5,58.5
621950,mined,77.5,58.5
621963,mined,76.5,58.5
621976,mined,75.5,58.5
621988,mined,74.5,58.5
622001,mined,73.5,58.5
622014,mined,72.5,58.5
622029,mined,71.5,58.5
622041,mined,70.5,58.5
622052,mined,69.5,58.5
622065,mined,68.5,58.5
622078,mined,67.5,58.5
622090,mined,66.5,58.5
622103,mined,65.5,58.5
622116,mined,64.5,58.5
622128,mined,63.5,58.5
622141,mined,62.5,58.5
622154,mined,61.5,58.5
622167,mined,60.5,58.5
622179,mined,59.5,58.5
622192,mined,58.5,58.5
622205,mined,57.5,58.5
622218,mined,56.5,58.5
622230,mined,55.5,58.5
622243,mined,54.5,58.5
622256,mined,53.5,58.5
622269,mined,52.5,58.5
622282,mined,51.5,58.5
622296,mined,50.5,58.5
622311,mined,49.5,58.5
622325,mined,48.5,58.5
622340,mined,47.5,58.5
622354,mined,46.5,58.5
622369,mined,45.5,58.5
622383,mined,44.5,58.5
622398,mined,43.5,58.5
622412,mined,42.5,58.5
622427,mined,41.5,58.5
622457,mined,40.5,58.5
622457,build,40.5,58.5
622466,build,40.5,57.5
622471,build,40.5,56.5
622478,build,40.5,55.5
622487,build,40.5,54.5
622495,build,40.5,53.5
622503,build,40.5,52.5
622511,build,40.5,51.5
622519,build,40.5,50.5
622529,build,40.5,49.5
622537,build,40.5,48.5
622544,build,40.5,47.5
622551,build,40.5,46.5
622557,build,40.5,45.5
622565,build,40.5,44.5
622572,build,40.5,43.5
622578,build,40.5,42.5
622584,build,40.5,41.5
622591,build,40.5,40.5
622598,build,40.5,39.5
622604,build,-0.5,95.5
622605,build,40.5,38.5
622611,build,40.5,37.5
622618,build,40.5,36.5
622625,build,40.5,35.5
622632,build,40.5,34.5
622638,build,40.5,33.5
622685,mined,40.5,33.5
622685,build,40.5,33.5
622690,build,41.5,33.5
622693,build,42.5,33.5
622694,build,43.5,33.5
622696,build,44.5,33.5
622698,build,45.5,33.5
622699,build,46.5,33.5
622701,build,47.5,33.5
622703,build,48.5,33.5
622707,build,49.5,33.5
622711,build,50.5,33.5
622716,build,51.5,33.5
622825,mined,51.5,33.5
622825,build,51.5,33.5
622984,build,51.5,27.5
622991,build,51.5,26.5
622996,build,51.5,25.5
623002,build,-0.5,93.5
623003,build,51.5,24.5
623010,build,51.5,23.5
623017,build,0.5,93.5
623017,build,51.5,22.5
623075,build,51.5,21.5
623078,build,1.5,93.5
623084,build,51.5,20.5
623140,build,51.5,19.5
623163,build,53.5,19.5
623168,build,6.5,93.5
623174,build,7.5,93.5
623186,build,52.5,19.5
623243,build,12.5,93.5
623253,build,13.5,93.5
623265,build,54.5,19.5
623284,build,54.5,18.5
623380,build,18.5,93.5
623418,build,19.5,93.5
623488,build,24.5,93.5
623491,build,25.5,93.5
623579,build,30.5,93.5
623583,build,31.5,93.5
623589,build,32.5,93.5
623779,build,51.5,32.5
623805,build,51.5,28.5
624166,build,54.5,17.5
625085,mined,23.5,102.5
625140,build,54.5,15.5
625384,mined,54,10
625418,mined,53.5,8.5
625435,mined,54.5,8.5
625480,mined,54.5,11.5
625689,mined,55.5,11.5
625719,mined,56,10
625735,build,-1.5,93.5
625749,mined,56.5,7.5
625760,mined,56.5,8.5
625773,mined,55.5,8.5
625854,build,56.5,7.5
625925,build,2.5,93.5
625958,build,5.5,93.5
626003,build,8.5,93.5
626019,build,54.5,14.5
626038,build,11.5,93.5
626100,build,14.5,93.5
626144,build,17.5,93.5
626164,mined,54.5,15.5
626181,mined,54.5,14.5
626191,build,20.5,93.5
626232,build,23.5,93.5
626278,build,26.5,93.5
626318,build,29.5,93.5
626411,mined,54.5,12.5
626411,build,54.5,12.5
626520,mined,53.5,12.5
626582,build,53.5,12.5
626590,mined,34.5,96.5
626633,build,53.5,13.5
626657,build,54.5,13.5
626715,build,55.5,13.5
626816,build,33.5,88.5
627233,build,54.5,11.5
627284,build,54.5,10.5
627409,build,55.5,10.5
627521,build,56.5,10.5
627904,mined,32.5,101
627940,mined,33.5,101.5
627966,mined,34.5,100.5
627987,mined,34.5,99.5
628014,mined,34.5,101.5
628041,mined,33.5,100.5
628061,mined,33.5,99.5
628198,build,33.5,100
628352,mined,32.5,93.5
628370,build,32.5,93.5
628375,build,32.5,94.5
628378,build,32.5,95.5
628383,build,32.5,96.5
628387,build,32.5,97.5
628392,build,32.5,98.5
628439,build,60.5,10.5
628483,build,32.5,99.5
628509,build,32.5,100.5
628577,build,62.5,10.5
628579,build,34.5,100.5
628583,build,63.5,10.5
628605,build,34.5,99.5
628609,build,61.5,10.5
628669,build,64.5,10.5
628672,build,65.5,10.5
628674,build,66.5,10.5
628675,build,67.5,10.5
628676,build,68.5,10.5
628935,build,69.5,10.5
628944,build,36.5,99.5
628975,build,69.5,9.5
628979,build,70.5,9.5
628980,build,71.5,9.5
628982,build,72.5,9.5
628987,build,40.5,99.5
629023,build,73.5,9.5
629080,build,73.5,10.5
629085,build,74.5,10.5
629086,build,75.5,10.5
629087,build,76.5,10.5
629089,build,77.5,10.5
629089,build,78.5,10.5
629093,build,79.5,10.5
629120,build,41.5,99.5
629154,mined,34.5,99.5
629169,build,34.5,99.5
629172,build,35.5,99.5
629182,build,80.5,10.5
629185,build,81.5,10.5
629186,build,82.5,10.5
629187,build,83.5,10.5
629188,build,84.5,10.5
629223,build,85.5,10.5
629225,build,86.5,10.5
629259,mined,86.5,10.5
629259,build,86.5,10.5
629265,build,86.5,11.5
629804,build,-0.5,91.5
629828,build,2.5,91.5
629854,build,5.5,91.5
629879,build,8.5,91.5
629901,build,11.5,91.5
629909,mined,81.5,82.5
629920,mined,82.5,82.5
629923,build,14.5,91.5
629939,mined,83.5,82.5
629947,build,17.5,91.5
629963,mined,80.5,82.5
629972,build,20.5,91.5
629974,mined,79.5,82.5
629985,mined,78.5,82.5
629996,mined,77.5,82.5
629997,build,23.5,91.5
630006,mined,76.5,82.5
630022,mined,75.5,82.5
630023,build,26.5,91.5
630032,mined,74.5,82.5
630042,mined,73.5,82.5
630049,build,29.5,91.5
630053,mined,72.5,82.5
630063,mined,71.5,82.5
630072,mined,70.5,82.5
630083,mined,69.5,82.5
630094,mined,68.5,82.5
630149,mined,66.5,82.5
630156,mined,67.5,82.5
630168,build,32.5,91.5
630274,build,35.5,91.5
630420,mined,32.5,96.5
630437,mined,32.5,95.5
630452,mined,32.5,94.5
630501,mined,32.5,97.5
630524,mined,32.5,99.5
630549,mined,32.5,98.5
630567,mined,33.5,100
630615,mined,34.5,99.5
630628,mined,35.5,99.5
630730,mined,32.5,93.5
630884,build,32.5,93.5
630922,build,35.5,93.5
631084,mined,43.5,89.5
631084,build,44,89.5
631141,build,32.5,95.5
631170,build,44.5,88.5
631180,build,45.5,88.5
631183,build,46.5,88.5
631187,build,47.5,88.5
631192,build,48.5,88.5
631198,build,49.5,88.5
631205,build,50.5,88.5
631211,build,51.5,88.5
631218,build,52.5,88.5
631226,build,53.5,88.5
631234,build,54.5,88.5
631242,build,55.5,88.5
631250,build,56.5,88.5
631258,build,57.5,88.5
631266,build,58.5,88.5
631274,build,59.5,88.5
631282,build,60.5,88.5
631290,build,61.5,88.5
631297,build,62.5,88.5
631304,build,63.5,88.5
631311,build,64.5,88.5
631318,build,65.5,88.5
631326,build,66.5,88.5
631334,build,67.5,88.5
631342,build,68.5,88.5
631501,mined,35.5,93.5
631593,mined,63.5,88.5
631593,build,63.5,88.5
631635,mined,64.5,88.5
631647,mined,65.5,88.5
631662,mined,66.5,88.5
631676,mined,67.5,88.5
631686,mined,68.5,88.5
631758,build,35.5,94.5
631854,mined,35.5,94.5
632006,build,35.5,93.5
632167,build,36.5,93.5
632172,build,36.5,94.5
632175,build,36.5,95.5
632181,build,36.5,96.5
632193,build,36.5,97.5
632273,mined,36.5,96.5
632273,build,36.5,96.5
632332,build,35.5,96.5
632348,build,35.5,97.5
632364,build,35.5,98.5
632417,build,35.5,99.5
632417,build,66.5,82.5
632443,mined,36.5,97.5
632482,build,33.5,100.5
632944,mined,64.5,82.5
632944,build,64.5,82.5
632976,build,64.5,83.5
633013,build,63.5,83.5
633017,mined,33.5,88.5
633111,build,63.5,81.5
633214,build,34.5,93.5
633368,build,67.5,82.5
633369,build,68.5,82.5
633369,build,69.5,82.5
633369,build,70.5,82.5
633370,build,71.5,82.5
633370,build,72.5,82.5
633371,build,73.5,82.5
633371,build,74.5,82.5
633371,build,75.5,82.5
633372,build,76.5,82.5
633372,build,77.5,82.5
633373,build,78.5,82.5
633464,build,67.5,87.5
633468,build,68.5,87.5
633469,build,69.5,87.5
633469,build,70.5,87.5
633470,build,71.5,87.5
633470,build,72.5,87.5
633471,build,73.5,87.5
633471,build,74.5,87.5
633471,build,75.5,87.5
633472,build,76.5,87.5
633472,build,77.5,87.5
633473,build,78.5,87.5
633473,build,79.5,87.5
633474,build,80.5,87.5
633578,build,80.5,82.5
633581,build,79.5,82.5
635279,build,69,85
635291,build,71,85
635298,build,73,85
635722,mined,58.5,-4.5
635833,build,75,85
635839,build,77,85
635842,build,79,85
635967,build,58.5,-4.5
636046,build,69.5,86.5
636052,build,70.5,86.5
636105,build,73.5,86.5
636110,build,74.5,86.5
636159,build,77.5,86.5
636164,build,78.5,86.5
636242,build,69.5,83.5
636247,build,70.5,83.5
636312,build,73.5,83.5
636318,build,74.5,83.5
636366,build,77.5,83.5
636370,build,78.5,83.5
636553,build,81.5,83.5
636558,build,82.5,83.5
636598,build,81.5,86.5
636602,build,82.5,86.5
636684,build,81.5,87.5
636693,build,82.5,87.5
636751,build,82.5,82.5
636755,build,81.5,82.5
636829,build,81,85
636832,build,83,85
637678,build,75.5,83.5
637909,build,83.5,83.5
