tick,event,x,y
2356532,mined,123.5,-0.5
2356544,mined,123.5,0.5
2356560,mined,123.5,1.5
2356570,mined,122.5,1.5
2356577,build,-73.5,31.5
2356628,build,-68.5,31.5
2356682,mined,129.5,0.5
2356801,build,-67.5,31.5
2356804,build,-66.5,31.5
2356807,build,-65.5,31.5
2356808,build,129.5,0.5
2356809,build,-64.5,31.5
2356811,build,-63.5,31.5
2356970,mined,131.5,-5.5
2356970,build,131.5,-5.5
2356974,build,131.5,-4.5
2356976,build,131.5,-3.5
2356977,build,131.5,-2.5
2356978,build,131.5,-1.5
2356979,build,131.5,-0.5
2356981,build,131.5,0.5
2357023,build,131.5,1.5
2357052,build,131.5,2.5
2357107,mined,130.5,1.5
2357123,mined,130.5,0.5
2357131,mined,-74.5,32.5
2357131,build,-74,32.5
2357138,mined,130.5,-0.5
2357152,mined,130.5,-1.5
2357165,mined,130.5,-2.5
2357176,mined,130.5,-3.5
2357186,mined,130.5,-4.5
2357198,mined,130.5,-5.5
2357427,mined,129.5,-4.5
2357475,build,130.5,-4.5
2357589,build,129.5,-4.5
2357637,build,129.5,-3.5
2357681,build,130.5,-3.5
2357685,build,130.5,-2.5
2357687,build,130.5,-1.5
2357688,build,130.5,-0.5
2357690,build,130.5,0.5
2357703,build,130.5,1.5
2357774,mined,130.5,1.5
2357774,build,130.5,1.5
2357774,build,129.5,1.5
2357774,build,128.5,1.5
2357774,build,127.5,1.5
2357774,build,126.5,1.5
2358461,build,122.5,1.5
2358573,build,123.5,2.5
2358576,build,124.5,2.5
2358578,build,125.5,2.5
2358579,build,126.5,2.5
2358580,build,127.5,2.5
2358582,build,128.5,2.5
2358677,build,129.5,2.5
2358720,mined,129.5,1.5
2358720,build,129.5,1.5
2358747,mined,128.5,1.5
2358765,mined,127.5,1.5
2358776,mined,126.5,1.5
2358851,build,-52.5,23.5
2358854,build,-52.5,24.5
2358857,build,-52.5,25.5
2358858,build,-52.5,26.5
2358861,build,-52.5,27.5
2358864,build,-52.5,28.5
2358868,build,-52.5,29.5
2358872,build,-52.5,30.5
2358911,mined,122.5,1.5
2358953,build,-62.5,31.5
2358955,build,-61.5,31.5
2358959,build,-60.5,31.5
2358961,build,-59.5,31.5
2358962,build,-58.5,31.5
2358964,build,-57.5,31.5
2358965,build,-56.5,31.5
2358967,build,-55.5,31.5
2358969,build,-54.5,31.5
2358973,build,-53.5,31.5
2358979,build,-52.5,31.5
2359041,mined,-52.5,31.5
2359041,build,-52.5,31.5
2359248,mined,122.5,0.5
2359273,mined,124.5,0.5
2359340,build,122.5,0.5
2359341,build,123.5,0.5
2359342,build,124.5,0.5
2359642,build,-61.5,20.5
2359816,build,-64.5,17.5
2360647,mined,-64.5,17.5
2360683,build,-63.5,17.5
2360935,build,-64.5,19.5
2361322,build,-63.5,19.5
2361555,build,135.5,18.5
2361653,build,142.5,18.5
2361681,mined,144.5,19.5
2361701,mined,144.5,20.5
2362200,mined,136.5,15.5
2362200,build,136,15.5
2362300,build,135.5,16.5
2362359,build,134.5,16.5
2362388,build,134.5,17.5
2362441,build,134.5,18.5
2362615,build,-59.5,15.5
2362673,build,-55.5,13.5
2362881,build,-57.5,16.5
2362904,build,-57.5,14.5
2363461,build,-52.5,16.5
2363465,build,-52.5,15.5
2363469,build,-52.5,14.5
2363473,build,-52.5,13.5
2363762,build,-53.5,13.5
2364975,build,146.5,14.5
2365101,build,-50.5,10.5
2365153,build,146.5,18.5
2365181,build,-57.5,10.5
2365512,build,-61.5,16.5
2366075,build,-59.5,11.5
2366299,build,-59.5,13.5
2366858,build,-57.5,11.5
2367519,build,-63.5,14.5
2367612,build,147,19.5
2367763,build,-64.5,12.5
2367892,build,-63.5,15.5
2369034,build,143.5,18.5
2369102,build,144.5,18.5
2369176,build,145.5,18.5
2369296,mined,145.5,18.5
2369324,mined,144.5,18.5
2369324,build,144.5,18.5
2369346,build,144.5,19.5
2369405,build,144.5,20.5
2369489,build,146.5,20.5
2369560,build,145.5,20.5
2369562,build,145.5,21.5
2369564,build,145.5,22.5
2369761,mined,37.5,22.5
2369800,build,145.5,23.5
2369805,build,145.5,24.5
2369811,build,145.5,25.5
2369814,build,145.5,26.5
2369816,build,145.5,27.5
2369817,build,145.5,28.5
2369818,build,145.5,29.5
2369819,build,145.5,30.5
2369820,build,145.5,31.5
2369820,build,145.5,32.5
2369821,build,145.5,33.5
2369822,build,145.5,34.5
2369822,build,145.5,35.5
2369823,build,145.5,36.5
2369823,build,145.5,37.5
2369824,build,145.5,38.5
2369825,build,145.5,39.5
2369826,build,145.5,40.5
2369827,build,145.5,41.5
2369829,build,145.5,42.5
2369832,build,145.5,43.5
2369835,build,145.5,44.5
2369839,build,145.5,45.5
2369843,build,145.5,46.5
2369848,mined,37.5,15.5
2369851,build,145.5,47.5
2369978,mined,145.5,47.5
2369978,build,145.5,47.5
2369981,build,146.5,47.5
2369984,build,147.5,47.5
2369986,build,148.5,47.5
2369993,build,149.5,47.5
2370034,build,150.5,47.5
2370036,build,150.5,48.5
2370038,mined,51.5,0.5
2370066,mined,51.5,-2.5
2372016,build,-67.5,11.5
2372208,build,-70.5,14.5
2372212,build,-70.5,13.5
2372216,build,-70.5,12.5
2372296,build,-70.5,11.5
2372434,build,-69.5,11.5
2372897,build,-65.5,11.5
2373078,build,-64.5,11.5
2373083,build,-63.5,11.5
2373090,build,-62.5,11.5
2373151,mined,-62.5,11.5
2373151,build,-62.5,11.5
2373159,build,-62.5,12.5
2373312,mined,133.5,-1.5
2373331,mined,133.5,0.5
2373342,mined,133.5,1.5
2373365,mined,133.5,-0.5
2373529,build,133.5,-1.5
2373562,build,133.5,1.5
2373665,build,-62.5,13.5
2373680,build,-62.5,14.5
2373781,mined,131.5,-0.5
2373781,build,132,-0.5
2373837,build,-62.5,15.5
2373945,build,132.5,0.5
2374014,mined,132,-0.5
2374037,mined,132.5,0.5
2374204,mined,131.5,-1.5
2374204,build,132,-1.5
2374252,build,-61.5,18.5
2374278,build,131.5,-0.5
2374442,build,132.5,-0.5
2374447,build,133.5,-0.5
2374449,build,134.5,-0.5
2374451,build,135.5,-0.5
2374467,build,136.5,-0.5
2374801,build,137.5,-0.5
2374902,build,137.5,0.5
2374951,build,137.5,1.5
2374956,build,138.5,1.5
2374957,build,139.5,1.5
2374958,build,140.5,1.5
2374959,build,141.5,1.5
2374959,build,142.5,1.5
2375043,mined,-57.5,11.5
2375050,build,143.5,1.5
2375053,build,144.5,1.5
2375056,build,145.5,1.5
2375058,build,146.5,1.5
2375068,build,147.5,1.5
2375074,build,148.5,1.5
2375217,mined,148.5,1.5
2375217,build,148.5,1.5
2375219,build,148.5,2.5
2375220,build,148.5,3.5
2375223,build,148.5,4.5
2376227,mined,-72.5,34.5
2376227,build,-73,34.5
2376363,build,-73.5,33.5
2376407,build,-73.5,28.5
2376579,build,-73.5,27.5
2376581,build,-73.5,26.5
2376586,build,-73.5,25.5
2376591,build,-73.5,24.5
2376596,build,-73.5,23.5
2376602,build,-73.5,22.5
2376607,build,-73.5,21.5
2376612,build,-73.5,20.5
2376617,build,-73.5,19.5
2376622,build,-73.5,18.5
2376938,mined,94.5,7.5
2376955,mined,93.5,7.5
2376972,build,94,7.5
2377123,build,94.5,6.5
2377126,build,95.5,6.5
2377128,mined,95.5,6.5
2377128,build,95.5,6.5
2377128,build,97.5,6.5
2377130,mined,97.5,6.5
2377130,build,100.5,6.5
2377131,build,101.5,6.5
2377328,mined,102.5,6.5
2377443,build,102.5,7.5
2377555,build,102.5,6.5
2377556,build,103.5,6.5
2377557,build,104.5,6.5
2377558,build,105.5,6.5
2377558,build,106.5,6.5
2377559,build,107.5,6.5
2377560,build,108.5,6.5
2377561,build,109.5,6.5
2377692,build,110.5,6.5
2377693,build,111.5,6.5
2377694,build,112.5,6.5
2377695,build,113.5,6.5
2377695,build,114.5,6.5
2377829,build,115.5,6.5
2377885,build,115.5,7.5
2377930,build,116.5,7.5
2377972,build,116.5,6.5
2377978,build,116.5,1.5
2377979,build,116.5,0.5
2378050,mined,116.5,6.5
2378123,mined,116.5,1.5
2378402,build,116.5,6.5
2378466,build,116.5,1.5
2378648,mined,116.5,0.5
2378975,build,-73.5,17.5
2378981,build,-73.5,16.5
2378986,build,-73.5,15.5
2378990,build,-73.5,14.5
2378996,build,-73.5,13.5
2379002,build,-73.5,12.5
2379010,build,-73.5,11.5
2379014,mined,134.5,0.5
2379018,build,-73.5,10.5
2379026,build,-73.5,9.5
2379052,mined,129.5,0.5
2379210,mined,128.5,0.5
2379225,mined,127.5,0.5
2379257,build,-73.5,8.5
2379262,build,-74.5,8.5
2379266,build,-75.5,8.5
2379278,build,-76.5,8.5
2379289,build,127.5,0.5
2379301,mined,-78,8
2379337,build,-77.5,8.5
2379344,build,-78.5,8.5
2379352,build,132.5,0.5
2379379,mined,-78.5,8.5
2379379,build,-78.5,8.5
2379394,build,-78.5,7.5
2379412,build,133.5,0.5
2379417,build,134.5,0.5
2379427,mined,-78.5,7.5
2379427,build,-78.5,7.5
2379448,build,-77.5,7.5
2379451,build,-76.5,7.5
2379454,build,-75.5,7.5
2379457,build,-74.5,7.5
2379459,build,-73.5,7.5
2379462,build,-72.5,7.5
2379466,build,-71.5,7.5
2379469,build,-70.5,7.5
2379473,build,-69.5,7.5
2379477,build,-68.5,7.5
2379487,build,-67.5,7.5
2379554,build,-66.5,7.5
2379559,build,-65.5,7.5
2379561,build,-64.5,7.5
2379564,build,-63.5,7.5
2379568,build,-62.5,7.5
2379573,build,-61.5,7.5
2379579,build,-60.5,7.5
2379587,build,-59.5,7.5
2379599,build,116.5,0.5
2379629,mined,-59.5,7.5
2379629,build,-59.5,7.5
2379648,build,-59.5,8.5
2379667,build,117.5,0.5
2379780,build,117.5,1.5
2379798,build,-59.5,9.5
2379839,build,117.5,1.5
2379839,build,118.5,1.5
2379839,build,119.5,1.5
2379839,build,120.5,1.5
2379839,build,121.5,1.5
2379839,build,122.5,1.5
2379839,build,123.5,1.5
2379839,build,124.5,1.5
2379839,build,125.5,1.5
2379839,build,126.5,1.5
2379839,build,127.5,1.5
2379839,build,128.5,1.5
2379898,build,128.5,0.5
2379956,mined,128.5,1.5
2379999,build,128.5,1.5
2380068,mined,128.5,0.5
2380068,build,128.5,0.5
2380346,mined,128.5,0.5
2380379,build,128.5,0.5
2380386,build,128.5,-0.5
2380390,build,128.5,-1.5
2380447,build,128.5,-2.5
2380488,build,129.5,-2.5
2380490,mined,129.5,-2.5
2380490,build,129.5,-2.5
2380490,build,132.5,-2.5
2380491,mined,132.5,-2.5
2380491,build,134.5,-2.5
2380492,build,135.5,-2.5
2380493,build,136.5,-2.5
2380604,mined,135.5,-2.5
2380604,build,135.5,-2.5
2380608,build,135.5,-1.5
2380659,mined,136.5,-2.5
2380912,mined,148.5,4.5
2380946,mined,-63.5,21.5
2380946,build,-63.5,21.5
2380977,mined,-63.5,17.5
2380977,build,-63.5,17.5
2381010,build,148.5,4.5
2381014,mined,148.5,4.5
2381014,build,148.5,4.5
2381014,build,148.5,6.5
2381016,build,148.5,7.5
2381032,build,148.5,8.5
2381045,build,148.5,9.5
2381052,mined,-67.5,19.5
2381052,build,-67.5,19.5
2381180,build,148.5,10.5
2381185,mined,148.5,14.5
2381185,mined,148.5,12.5
2381185,build,148.5,12.5
2381185,build,148.5,14.5
2381186,build,148.5,15.5
2381187,build,148.5,16.5
2381187,build,148.5,17.5
2381188,build,148.5,18.5
2381189,build,148.5,19.5
2381190,build,148.5,20.5
2381230,mined,148.5,10.5
2381324,mined,148.5,15.5
2381347,mined,148.5,18.5
2381355,mined,148.5,19.5
2381370,mined,148.5,20.5
2381393,mined,148.5,17.5
2381407,mined,148.5,16.5
2381539,mined,148.5,14.5
2381574,mined,148.5,12.5
2381889,build,148.5,12.5
2381907,build,148.5,14.5
2381923,build,148.5,16.5
2381934,build,148.5,17.5
2381943,build,148.5,20.5
2381954,build,148.5,19.5
2381962,build,148.5,18.5
2381970,build,148.5,15.5
2381979,build,148.5,10.5
2382051,build,148.5,12.5
2382051,build,148.5,14.5
2383278,build,148.5,10.5
2383581,build,148.5,17.5
2383945,build,148.5,7.5
2383947,build,148.5,8.5
2383957,build,148.5,9.5
2384041,build,148.5,18.5
2384042,build,148.5,19.5
2384044,build,148.5,20.5
2384045,build,148.5,21.5
2384046,build,148.5,22.5
2384049,build,148.5,23.5
2384104,mined,148.5,23.5
2384104,build,148.5,23.5
2384109,build,147.5,23.5
2384129,build,146.5,23.5
2384179,mined,146.5,23.5
2384179,build,146.5,23.5
2384182,build,146.5,24.5
2384184,build,146.5,25.5
2384186,build,146.5,26.5
2384235,build,146.5,27.5
2384239,build,146.5,28.5
2384240,build,146.5,29.5
2384240,build,146.5,30.5
2384241,build,146.5,31.5
2384242,build,146.5,32.5
2384244,build,146.5,33.5
2384247,build,146.5,34.5
2384251,build,146.5,35.5
2384257,build,146.5,36.5
2385721,build,-89.5,8.5
2386266,build,-89.5,4.5
2387237,build,-92.5,10.5
2387252,build,-92.5,9.5
2387255,build,-92.5,8.5
2387257,build,-92.5,7.5
2387260,build,-92.5,6.5
2387262,build,-92.5,5.5
2387266,build,-92.5,4.5
2387520,build,146.5,37.5
2387522,build,146.5,38.5
2387524,build,146.5,39.5
2387527,build,146.5,40.5
2387530,build,146.5,41.5
2387534,build,146.5,42.5
2387540,build,146.5,43.5
2387546,build,146.5,44.5
2387610,build,146.5,45.5
2387663,build,146.5,46.5
2387668,build,147.5,46.5
2387669,build,148.5,46.5
2387669,build,149.5,46.5
2387670,build,150.5,46.5
2387671,build,151.5,46.5
2387672,build,152.5,46.5
2387702,mined,-92.5,12.5
2387702,build,-92.5,12.5
2387742,build,-93.5,12.5
2387743,mined,152.5,46.5
2387743,build,152.5,46.5
2387743,build,152.5,47.5
2387743,build,152.5,48.5
2387743,build,152.5,49.5
2387747,build,-93.5,11.5
2387751,build,-93.5,10.5
2387755,build,-93.5,9.5
2387760,build,-93.5,8.5
2387764,build,-93.5,7.5
2387768,build,-93.5,6.5
2387772,build,-93.5,5.5
2387777,build,-93.5,4.5
2387790,mined,152.5,49.5
2387804,mined,152.5,48.5
2387811,mined,152.5,47.5
2387831,mined,152.5,46.5
2387850,mined,151.5,46.5
2387850,build,151.5,46.5
2387851,build,-93.5,3.5
2387852,build,151.5,47.5
2387854,build,151.5,48.5
2387884,build,-92.5,3.5
2388075,mined,-92.5,11.5
2388187,mined,-92.5,4.5
2388187,build,-92.5,4.5
2388193,mined,-92.5,5.5
2388193,build,-92.5,5.5
2388196,mined,-92.5,6.5
2388196,build,-92.5,6.5
2388200,mined,-92.5,7.5
2388200,build,-92.5,7.5
2388204,mined,-92.5,8.5
2388204,build,-92.5,8.5
2388208,mined,-92.5,9.5
2388208,build,-92.5,9.5
2388212,mined,-92.5,10.5
2388212,build,-92.5,10.5
2388290,build,-92.5,11.5
2388556,build,-89.5,6.5
2388816,build,-91.5,8.5
2388859,build,-91.5,4.5
2388916,build,-90.5,6.5
2389323,build,-86.5,14.5
2389675,build,-87.5,14.5
2389982,mined,151.5,63.5
2389996,mined,150.5,63.5
2390039,build,-87.5,10.5
2390065,mined,150.5,62.5
2390201,mined,137.5,63.5
2390341,build,-87.5,9.5
2390412,build,-86.5,9.5
2390433,build,-86.5,8.5
2390489,build,-86.5,7.5
2390637,build,-87.5,7.5
2390715,mined,-86.5,7.5
2390854,build,-86.5,7.5
2391271,build,-87.5,8.5
2397178,build,-67.5,67.5
2397181,build,-67.5,66.5
2397188,build,-67.5,65.5
2397192,build,-67.5,64.5
2397194,build,-67.5,63.5
2397197,build,-67.5,62.5
2397200,build,-67.5,61.5
2397203,build,-67.5,60.5
2397206,build,-67.5,59.5
2397212,build,-67.5,58.5
2399249,mined,14.5,84.5
2399310,mined,23.5,84.5
2399379,mined,26.5,88.5
2399459,mined,17.5,84.5
2399593,mined,2.5,88.5
2399654,mined,-0.5,95.5
2399695,mined,-0.5,93.5
2399708,mined,0.5,93.5
2399722,mined,1.5,93.5
2399762,mined,-1.5,93.5
2399905,mined,11.5,98.5
2399964,mined,11.5,102.5
2400004,mined,8.5,102.5
2400228,mined,34.5,100.5
2400238,mined,33.5,100.5
2400249,mined,32.5,100.5
2400261,mined,31.5,100.5
2400271,mined,30.5,100.5
2400282,mined,29.5,100.5
2400293,mined,28.5,100.5
2400303,mined,27.5,100.5
2400313,mined,26.5,100.5
2400324,mined,25.5,100.5
2400335,mined,24.5,100.5
2400346,mined,23.5,100.5
2400357,mined,22.5,100.5
2400368,mined,21.5,100.5
2400380,mined,20.5,100.5
2400390,mined,19.5,100.5
2400403,mined,18.5,100.5
2400415,mined,17.5,100.5
2400427,mined,16.5,100.5
2400447,mined,14.5,100.5
2400459,mined,13.5,100.5
2400471,mined,12.5,100.5
2400484,mined,11.5,100.5
2400496,mined,10.5,100.5
2400514,mined,8.5,100.5
2400526,mined,7.5,100.5
2400539,mined,6.5,100.5
2400551,mined,5.5,100.5
2400563,mined,4.5,100.5
2400666,mined,20.5,95.5
2404857,build,-64.5,65.5
2404908,build,-64.5,62.5
2405529,build,-62.5,64.5
2405550,build,-62.5,63.5
2405626,build,-62.5,60.5
2405799,build,-66.5,64.5
2405823,build,-66.5,63.5
2405873,build,-66.5,60.5
2406014,mined,45.5,52.5
2408848,build,187.5,-10.5
2408977,build,-64.5,59.5
2409037,build,-60.5,65.5
2409099,build,-60.5,62.5
2409144,build,-60.5,59.5
2409348,mined,187.5,-10.5
2409462,build,169.5,-29.5
2409657,mined,169.5,-29.5
2409667,build,-58.5,64.5
2409697,build,-58.5,63.5
2409745,build,-58.5,60.5
2409853,build,189.5,-15.5
2409963,build,-57.5,66.5
2409967,build,-57.5,65.5
2409970,build,-57.5,64.5
2409971,build,-57.5,63.5
2409973,build,-57.5,62.5
2409975,build,-57.5,61.5
2409978,build,-57.5,60.5
2409981,build,-57.5,59.5
2409989,build,-57.5,58.5
2410207,mined,-67.5,67.5
2410683,build,-84.5,72.5
2410737,build,-79.5,72.5
2411466,mined,-97.5,69.5
2411466,build,-97.5,70
2414138,mined,189.9375,-28.8125
2414139,build,-77,25
2414245,build,189.5,-29.5
2414438,build,-76.5,22.5
2414467,build,189.5,-23.5
2414514,mined,189.5,-15.5
2414565,build,189.5,-17.5
2414619,build,189.5,-11.5
2414732,mined,189.5,-11.5
2415039,build,199.5,-29.5
2415276,mined,195.625,-27.5625
2415477,build,-66.5,62.5
2415596,build,-62.5,62.5
2415634,build,-58.5,62.5
2416101,build,-96.5,70.5
2416125,build,-96.5,71.5
2416203,build,-96.5,72.5
2416206,build,-95.5,72.5
2416210,build,-94.5,72.5
2416213,build,-93.5,72.5
2416215,build,-92.5,72.5
2416217,build,-91.5,72.5
2416219,build,-90.5,72.5
2416222,build,-89.5,72.5
2416224,build,-88.5,72.5
2416228,build,-87.5,72.5
2416234,build,-86.5,72.5
2416241,build,-85.5,72.5
2416323,build,56.5,-108.5
2416332,build,-78.5,72.5
2416337,build,-77.5,72.5
2416339,build,-76.5,72.5
2416342,build,-75.5,72.5
2416728,build,-74.5,72.5
2416794,build,-70.5,72.5
2416971,build,-69.5,72.5
2416975,build,-68.5,72.5
2417058,build,-67.5,72.5
2417062,build,-67.5,71.5
2417064,build,-67.5,70.5
2417067,build,-67.5,69.5
2417070,build,-67.5,68.5
2417142,build,58,-109
2417144,build,-67.5,67.5
2417395,build,-57.5,57.5
2417399,build,-57.5,56.5
2417403,build,-57.5,55.5
2417406,build,-57.5,54.5
2417409,build,-57.5,53.5
2417413,build,-57.5,52.5
2417416,build,-57.5,51.5
2417420,build,-57.5,50.5
2417424,build,-57.5,49.5
2417429,build,-57.5,48.5
2417433,build,-57.5,47.5
2417438,build,-57.5,46.5
2417442,build,-57.5,45.5
2417447,build,-57.5,44.5
2417451,build,-57.5,43.5
2417455,build,-57.5,42.5
2417460,build,-57.5,41.5
2417465,build,-57.5,40.5
2417470,build,-57.5,39.5
2417475,build,-57.5,38.5
2417480,build,-57.5,37.5
2417488,build,-57.5,36.5
2417543,build,168.5,-25.5
2417547,build,55,-109
2417573,build,178.5,-25.5
2417580,build,179.5,-25.5
2417642,build,-57.5,35.5
2417649,build,-57.5,34.5
2417652,build,185.5,-25.5
2417656,build,-57.5,33.5
2417755,mined,-57.5,33.5
2417755,build,-57.5,33.5
2417760,build,-58.5,33.5
2417763,build,-59.5,33.5
2417766,build,-60.5,33.5
2417768,build,-61.5,33.5
2417771,build,-62.5,33.5
2417774,build,-63.5,33.5
2417779,build,-64.5,33.5
2417783,build,-65.5,33.5
2417791,build,-66.5,33.5
2417798,build,-67.5,33.5
2417801,build,186.5,-24.5
2417806,build,-68.5,33.5
2417806,build,186.5,-25.5
2417808,build,186.5,-26.5
2417811,build,186.5,-27.5
2417812,build,-69.5,33.5
2417814,build,186.5,-28.5
2417818,build,-70.5,33.5
2417819,build,186.5,-29.5
2417866,build,186.5,-23.5
2417869,build,186.5,-22.5
2417873,build,186.5,-21.5
2417877,build,186.5,-20.5
2417882,build,186.5,-19.5
2417901,build,186.5,-18.5
2417915,build,-71.5,33.5
2417933,build,-71.5,32.5
2417965,mined,186.5,-29.5
2418063,build,-71.5,31.5
2418094,build,-71.5,27.5
2418334,build,-71.5,26.5
2418367,build,-72.5,26.5
2418380,build,-72.5,25.5
2418385,build,-72.5,24.5
2418390,build,-72.5,23.5
2418395,build,-72.5,22.5
2418402,build,-72.5,21.5
2418409,build,-72.5,20.5
2418416,build,-72.5,19.5
2418425,build,-72.5,18.5
2418431,build,-72.5,17.5
2418438,build,-72.5,16.5
2418443,build,-72.5,15.5
2418451,build,-72.5,14.5
2418458,build,-72.5,13.5
2418466,build,-72.5,12.5
2418474,build,-72.5,11.5
2418483,build,-72.5,10.5
2418635,mined,-72.5,11.5
2418635,build,-72.5,11.5
2418667,mined,-72.5,10.5
2418708,mined,-69.5,11.5
2418753,mined,-70.5,11.5
2418770,mined,-70.5,12.5
2418785,mined,-70.5,13.5
2418799,mined,-70.5,14.5
2418848,mined,-67.5,11.5
2418931,build,-71.5,11.5
2418936,build,-70.5,11.5
2418939,build,-69.5,11.5
2418941,build,-68.5,11.5
2418944,build,-67.5,11.5
2418950,build,-66.5,11.5
2418979,mined,-65.5,11.5
2419000,build,-65.5,11.5
2419613,build,187.5,-26.5
2419667,build,195.5,-26.5
2419759,build,196.5,-26.5
2419761,build,196.5,-27.5
2419764,build,196.5,-28.5
2420294,build,196.5,-29.5
2420297,mined,-61.0625,50.3125
2420449,build,-67.5,49.5
2420449,build,-67.5,50.5
2420449,build,-64.5,50.5
2420449,build,-60.5,50.5
2420449,build,-66.5,51.5
2420449,build,-67.5,51.5
2420449,build,-67.5,52.5
2420449,build,-64.5,53.5
2420449,build,-62.5,51.5
2420449,build,-60.5,53.5
2420449,build,-58.5,51.5
2420449,build,-66.5,53.5
2420449,build,-66.5,54.5
2420449,build,-67.5,53.5
2420449,build,-67.5,54.5
2420449,build,-62.5,53.5
2420449,build,-62.5,54.5
2420449,build,-58.5,53.5
2420449,build,-58.5,54.5
2420449,build,-66.5,55.5
2420449,build,-67.5,55.5
2420449,build,-67.5,56.5
2420449,build,-64.5,56.5
2420449,build,-62.5,55.5
2420449,build,-60.5,56.5
2420449,build,-58.5,55.5
2420449,build,-67.5,57.5
2420598,build,-67.5,40.5
2420598,build,-67.5,41.5
2420598,build,-64.5,41.5
2420598,build,-60.5,41.5
2420598,build,-66.5,42.5
2420598,build,-67.5,42.5
2420598,build,-67.5,43.5
2420598,build,-64.5,44.5
2420598,build,-62.5,42.5
2420598,build,-60.5,44.5
2420598,build,-58.5,42.5
2420598,build,-66.5,44.5
2420598,build,-66.5,45.5
2420598,build,-67.5,44.5
2420598,build,-67.5,45.5
2420598,build,-62.5,44.5
2420598,build,-62.5,45.5
2420598,build,-58.5,44.5
2420598,build,-58.5,45.5
2420598,build,-66.5,46.5
2420598,build,-67.5,46.5
2420598,build,-67.5,47.5
2420598,build,-64.5,47.5
2420598,build,-62.5,46.5
2420598,build,-60.5,47.5
2420598,build,-58.5,46.5
2420598,build,-67.5,48.5
2420625,build,196.5,-30.5
2420833,build,192.5,-27.5
2420860,build,192.5,-25.5
2420888,build,192.5,-19.5
2421115,build,193.5,-19.5
2421170,mined,193.5,-19.5
2421170,build,193.5,-19.5
2421176,build,193.5,-20.5
2421177,build,193.5,-21.5
2421177,build,193.5,-22.5
2421178,build,193.5,-23.5
2421178,build,193.5,-24.5
2421179,build,193.5,-25.5
2421180,build,193.5,-26.5
2421181,build,193.5,-27.5
2421182,build,193.5,-28.5
2421200,build,193.5,-29.5
2421205,build,193.5,-30.5
2421250,mined,193.5,-30.5
2421250,build,193.5,-30.5
2421254,build,194.5,-30.5
2421257,build,195.5,-30.5
2421398,build,195.5,-29.5
2421402,build,194.5,-29.5
2421462,mined,194.5,-29.5
2421462,build,194.5,-29.5
2421466,build,194.5,-28.5
2421467,build,194.5,-27.5
2421467,build,194.5,-26.5
2421468,build,194.5,-25.5
2421468,build,194.5,-24.5
2421468,build,194.5,-23.5
2421469,build,194.5,-22.5
2421469,build,194.5,-21.5
2421469,build,194.5,-20.5
2421470,build,194.5,-19.5
2421470,build,194.5,-18.5
2421471,build,194.5,-17.5
2421472,build,194.5,-16.5
2423133,build,192.5,-26.5
2423173,build,192.5,-20.5
2423235,build,195.5,-28.5
2424579,build,198,-33
2425379,build,194.5,-15.5
2425382,build,194.5,-14.5
2425383,build,194.5,-13.5
2425384,build,194.5,-12.5
2425385,build,194.5,-11.5
2425386,build,194.5,-10.5
2425387,build,194.5,-9.5
2425388,build,194.5,-8.5
2425390,build,194.5,-7.5
2425392,build,194.5,-6.5
2425396,build,194.5,-5.5
2425399,build,194.5,-4.5
2425400,build,194.5,-3.5
2425402,build,194.5,-2.5
2425403,build,194.5,-1.5
2425404,build,194.5,-0.5
2425406,build,194.5,0.5
2425411,build,194.5,1.5
2425418,build,194.5,2.5
2425425,build,194.5,3.5
2425432,build,194.5,4.5
2425525,build,194.5,5.5
2425528,build,194.5,6.5
2425529,build,194.5,7.5
2425530,build,194.5,8.5
2425532,build,194.5,9.5
2425535,build,194.5,10.5
2425539,build,194.5,11.5
2425557,build,194.5,12.5
2425731,mined,194.5,12.5
2425731,build,194.5,12.5
2425731,build,193.5,12.5
2425731,build,192.5,12.5
2425731,build,191.5,12.5
2425731,build,190.5,12.5
2425731,build,189.5,12.5
2425731,build,188.5,12.5
2425731,build,187.5,12.5
2425731,build,186.5,12.5
2425731,build,185.5,12.5
2425764,build,184.5,12.5
2425771,build,183.5,12.5
2425777,build,182.5,12.5
2425783,build,181.5,12.5
2425880,mined,181.5,12.5
2425894,mined,182.5,12.5
2425901,mined,183.5,12.5
2425908,mined,184.5,12.5
2425915,mined,185.5,12.5
2425923,mined,186.5,12.5
2425932,mined,187.5,12.5
2425940,mined,188.5,12.5
2425949,mined,189.5,12.5
2425958,mined,190.5,12.5
2425967,mined,191.5,12.5
2426024,mined,192.5,12.5
2426024,build,192.5,12.5
2426024,build,192.5,13.5
2426024,build,192.5,14.5
2426124,mined,192.5,14.5
2426124,build,192.5,14.5
2426124,build,191.5,14.5
2426124,build,190.5,14.5
2426124,build,189.5,14.5
2426124,build,188.5,14.5
2426124,build,187.5,14.5
2426124,build,186.5,14.5
2426124,build,185.5,14.5
2426719,mined,185.5,14.5
2426719,build,185.5,14.5
2426721,build,185.5,15.5
2426723,build,185.5,16.5
2426724,build,185.5,17.5
2426725,build,185.5,18.5
2426726,build,185.5,19.5
2426727,build,185.5,20.5
2426728,build,185.5,21.5
2426798,mined,185.5,21.5
2426798,build,185.5,21.5
2426798,build,184.5,21.5
2426798,build,183.5,21.5
2426798,build,182.5,21.5
2426798,build,181.5,21.5
